intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
2142000,0.007537980229517773,0.9607843137254902,0.007242373161693547,0.007242373161693547,,,,"nbhd:USJS01000001.1 uncultured Blautia sp. isolate UMGS1786 genome assembly, contig: NODE_271_length_51893_cov_3.49892, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,f1bbf2b2ebc4e7f3a27e8b35b64881bf,1.0,2058000,22,29534000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2015000,0.007091050496021621,0.9483870967741935,0.006725060793001151,0.006725060793001151,,,,"nbhd:LT629846.1 Romboutsia sp. DR1 strain Marseille-P326 genome assembly, scaffold: scaffold00001, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,d99f6bdbb2f06f7d2146137904dc36d7,1.0,1911000,23,27623000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1847000,0.006499836360373169,0.9290741743367623,0.006038830099837768,0.006038830099837768,,,,"nbhd:HF995324.1 Firmicutes bacterium CAG:646 genomic scaffold, scf5, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,eb4ec81a0f7460f5685f9809e474a652,1.0,1716000,24,25907000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1607000,0.005655244738018236,0.9838207840696951,0.005563747312263118,0.005563747312263118,,,,"nbhd:LR793273.1 Streptococcus salivarius isolate clinical strain from anonymous patient of Nancy Hospital genome assembly, scaffold: Ssal_N5_V2, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,1aae632aeafe664976b091f23e831527,1.0,1581000,25,24326000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1553000,0.005465211622988376,0.8126207340631036,0.00444114428088302,0.00444114428088302,,,,"nbhd:AEDS01000070.1 Veillonella atypica ACS-134-V-Col7a contig00008, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,f270dfef89ab9c16f0fe0eba42a5fe0b,1.0,1262000,26,23064000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1312000,0.004617100868873632,0.9451219512195121,0.004363723382167152,0.004363723382167152,,,,"nbhd:QGMT01000001.1 Clostridium paraputrificum strain Gcol.A11 Gcol_A11.1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,483b05d5942ef9293992c11743f7b863,1.0,1240000,27,21824000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
8763000,0.030838151611234477,0.12199018600935753,0.003761951851239262,0.003761951851239262,,,,"nbhd:WNAL01000100.1 Roseburia faecis strain BIOML-A1 scaffold100_size2123, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,6d8c11674161f6629b977f92c19fdbae,1.0,1069000,28,20755000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1084000,0.0038147388276364457,0.9418819188191881,0.0035930335267682755,0.0035930335267682755,,,,"nbhd:WMQE01000038.1 Turicibacter sanguinis strain BIOML-A198 scaffold101_size20745, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,12dd9413d0f720f3d5b97553528e68e2,1.0,1021000,29,19734000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1117000,0.003930870175710249,0.8406445837063563,0.003304464722463674,0.003304464722463674,,,,"nbhd:KV794391.1 Streptococcus sp. HMSC074F05 genomic scaffold Scaffold3, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,983c1f73c39e656f8c60d8fe0d76a3c8,1.0,939000,30,18795000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1083000,0.0038112196958766335,0.775623268698061,0.002956070678242264,0.002956070678242264,,,,"nbhd:FACG01000001.1 Peptoclostridium difficile isolate VL_0153 genome assembly, contig: NODE_1_length_203178_cov_21.067_ID_1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,079457208aed33c26960278dba1a41fc,1.0,840000,31,17955000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
5991000,0.021083118373035004,0.13503588716407947,0.0028469775936880853,0.0028469775936880853,,,,"nbhd:JAGQ01000001.1 [Ruminococcus] gnavus AGR2154 N769DRAFT_scf7180000000026_quiver.1_C, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,0b57bc8f0226ef699ceb7c23c87b62f7,1.0,809000,32,17146000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
762000,0.002681578400976911,0.9776902887139107,0.0026217531610601033,0.0026217531610601033,,,,"nbhd:URPP01000001.1 uncultured Clostridiales bacterium isolate UMGS1221 genome assembly, contig: NODE_63_length_118409_cov_32.9255, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,f9ff27e188eb762ea3c9630ea8519437,1.0,745000,33,16401000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
731000,0.002572485316422732,0.9671682626538988,0.002488026154187239,0.002488026154187239,,,,"nbhd:UQNI01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS454 genome assembly, contig: NODE_241_length_67032_cov_4.336265, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,da393aa89a38602ffbd9f6e42f4a739e,1.0,707000,34,15694000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2062000,0.0072564496887327955,0.3006789524733269,0.002181861691083576,0.002181861691083576,,,,"nbhd:CAAFOE010000001.1 TPA_asm: uncultured Blautia sp., isolate HGM11988, WGS project CAAFOE010000000 data, contig: SRS1735587_15_k119_30, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,08c1a0b88095d3725adc027b810fbd06,1.0,620000,35,15074000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
955000,0.0033607708306206694,0.6198952879581152,0.002083326001808834,0.002083326001808834,,,,"nbhd:CABHOC010000001.1 Bifidobacterium longum subsp. longum isolate B.longum_ssp_longum genome assembly, contig: gnlWUSMEFCGSSBBILOF6F16E45_1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,b2c3f52c6598d6d1002949843bfd5419,1.0,592000,36,14482000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
796000,0.0028012288808105263,0.7022613065326633,0.0019671946537350303,0.0019671946537350303,,,,"nbhd:CZYD01000001.1 Terrisporobacter othiniensis isolate VL_0046 genome assembly, contig: NODE_1_length_529902_cov_76.5412_ID_1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,fa4acb9e4ccf01b2fdac9a1c346f1dd3,1.0,559000,37,13923000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1319000,0.004641734791192317,0.4086429112964367,0.001896812018538786,0.001896812018538786,,,,"nbhd:JAABLG010000001.1 Streptococcus vestibularis strain AS012761 AS012761_1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,8e31fd8ab914206b48fed5a52ccb10c6,1.0,539000,38,13384000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
6546000,0.023036236499730786,0.07332722273143905,0.0016891832447098651,0.0016891832447098651,,,,"nbhd:KB851023.1 Clostridium clostridioforme 90A6 genomic scaffold acBSb-supercont1.1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,4c102a70fd92e4185aa6a68a19b7b95f,1.0,480000,39,12904000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1119000,0.003937908439229873,0.42359249329758714,0.001668068454150992,0.001668068454150992,,,,"nbhd:CM003575.1 Veillonella sp. DORA_A_3_16_22 plasmid pVSAPL_DORA_A_3_16_22, complete sequence, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,a627e397117147b438a4f924ada20c7c,1.0,474000,40,12430000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
8818000,0.03103170385802415,0.052959854842367884,0.0016434345318323063,0.0016434345318323063,,,,"nbhd:CYXV01000001.1 Roseburia faecis strain 2789STDY5608863 genome assembly, contig: SCcontig000001, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,bf74d4cb05e4cdf7c2b00b56ba358674,1.0,467000,41,11963000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
567000,0.0019953477078135285,0.7918871252204586,0.0015800901601556864,0.0015800901601556864,,,,"nbhd:OBJV01000049.1 Clostridium tertium isolate Clostridium species genome assembly, contig: CTLH009.49, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,f79a47777133659420cdf48beef20639,1.0,449000,42,11514000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
458000,0.0016117623459939963,0.9519650655021834,0.0015343414472781276,0.0015343414472781276,,,,"nbhd:CAAEVI010000001.1 TPA_asm: Erysipelotrichaceae bacterium, isolate HGM09884, WGS project CAAEVI010000000 data, contig: ERS608587_67_k95_638, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,06a8a3f4e47ba1533c75441ad578655f,1.0,436000,43,11078000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
545000,0.0019179268090976594,0.7963302752293578,0.001527303183758503,0.001527303183758503,,,,"nbhd:CYYS01000001.1 Turicibacter sanguinis strain 2789STDY5608865 genome assembly, contig: SCcontig000001, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,cdc05f90bab27ddc362231ad13b09b7e,1.0,434000,44,10644000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
579000,0.002037577288931275,0.7046632124352331,0.0014358057580033854,0.0014358057580033854,,,,"nbhd:CYZX01000001.1 Clostridium disporicum strain 2789STDY5834856 genome assembly, contig: SCcontig000001, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,3422d836087cf6e9f13399eb9f2efa1a,1.0,408000,45,10236000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2577000,0.009068802545036088,0.14668218859138532,0.001330231805209019,0.001330231805209019,,,,"nbhd:AEXI01000023.1 Veillonella parvula ACS-068-V-Sch12 contig00006, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,c63d260b714b48229e3e81819489ceba,1.0,378000,46,9858000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
7129000,0.02508789031570131,0.050918782437929584,0.0012774448288118355,0.0012774448288118355,,,,"nbhd:NIHV01000001.1 [Ruminococcus] gnavus strain RJX1127 RJX1127_1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,dfbeb2cb2295c019722f58ef5267666a,1.0,363000,47,9495000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1389000,0.004888074014379172,0.2606191504679626,0.0012739256970520233,0.0012739256970520233,,,,"nbhd:AEKO01000011.1 Streptococcus vestibularis F0396 ctg1126932565720, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,4ea13c29b2afa3bed10c84499cac7264,1.0,362000,48,9133000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
4020000,0.01414690967444512,0.08681592039800995,0.0012281769841744645,0.0012281769841744645,,,,"nbhd:KE384163.1 Clostridium clostridioforme AGR2157 genomic scaffold G614DRAFT_scaffold00001.1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,a0818915e88b077038ffacf6d7d0a221,1.0,349000,49,8784000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
350000,0.0012316961159342767,0.96,0.0011824282712969056,0.0011824282712969056,,,,"nbhd:UQGF01000001.1 uncultured Actinomyces sp. isolate UMGS252 genome assembly, contig: NODE_4_length_274258_cov_5.751569, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,dd16079302f07d8e28991319057efb3f,1.0,336000,50,8448000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
3919000,0.013791477366704087,0.08063281449349324,0.0011120456361006612,0.0011120456361006612,,,,"nbhd:JAAIUC010000010.1 Tyzzerella nexilis strain MSK.23.83 NODE_10_length_75201_cov_387.925, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,70b6f0ef033770bba7cee4b49c80664b,1.0,316000,51,8132000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
843000,0.0029666280735217007,0.34519572953736655,0.0010240673421053558,0.0010240673421053558,,,,"nbhd:QUIC01000001.1 Ruminococcus sp. AM46-18 AM46-18.Scaf1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,f5e26f824b39a23c267703249802a73b,1.0,291000,52,7841000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
3356000,0.011810206185929808,0.08492252681764005,0.0010029525515464824,0.0010029525515464824,,,,"nbhd:NFLO01000001.1 Drancourtella sp. An12 An12_contig_1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,9e4f796330cca29fc633c6b7820e84a1,1.0,285000,53,7556000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1223000,0.004303898142250344,0.23058053965658218,0.0009923951562670458,0.0009923951562670458,,,,"nbhd:CAAEUS010000001.1 TPA_asm: uncultured Intestinibacter sp., isolate HGM13554, WGS project CAAEUS010000000 data, contig: ERS608584_12_k95_68, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,ec5230748b6396d24aa046360548b2fc,1.0,282000,54,7274000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
6482000,0.022811012067102805,0.0433508176488738,0.0009888760245072336,0.0009888760245072336,,,,"nbhd:CABJBJ010000001.1 Hungatella hathewayi isolate MGYG-HGUT-00150 genome assembly, contig: ERS138176.8080_1_78.1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,4a6bf36e5a0d438b9db6a35621797126,1.0,281000,55,6993000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1722000,0.006059944890396641,0.1602787456445993,0.0009712803657081724,0.0009712803657081724,,,,"nbhd:QVGF01000001.1 Lachnospiraceae bacterium AM25-22 AM25-22.Scaf1, whole genome shotgun sequence from p8808mo11_k31_r1",/Users/t/dev/2022-augmented-covers/gut/gut-nbhds.zip,807f50d7c6f8fab4e4b3b872b1193dae,1.0,276000,56,6717000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
