intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
2302000,0.008101041311087728,0.7404186795491143,0.008090483915808291,0.008090483915808291,,,,"FMFU01000020.1 uncultured Clostridium sp. isolate 2789STDY5834904 genome assembly, contig: SCcontig000020, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,25ce06858f5b2a62cd0506bdc16e62ae,0.7413848631239935,2299000,16,33786000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2334000,0.008213653527401719,0.6075814201815269,0.00800954388533261,0.00800954388533261,,,,"SPHM01000100.1 Pseudoflavonifractor sp. BSD2780061688st1 E11 strain BSD2780061688st1_E11 NODE_100_length_1588_cov_155.206, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,6d816a43320546aa84bf433d68025e92,0.6230646022423919,2276000,17,31510000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1934000,0.006806000823476831,0.7023411371237458,0.006651159026045094,0.006651159026045094,,,,"NFLB01000001.1 [Clostridium] spiroforme strain An149 An149_contig_1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,e3a30d877559d0dca154adb466333ea9,0.7186919360832404,1890000,18,29620000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1891000,0.006654678157804906,0.7301092043681747,0.006587814654368474,0.006587814654368474,,,,"SQQK01000001.1 Bifidobacterium dentium strain ATCC 15424 NODE_10_length_72877_cov_391.625989, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,eb8d0faba2ce5369ae1ded4ac20e632e,0.7375195007800313,1872000,19,27748000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1821000,0.006408338934618051,0.6285511363636364,0.0062288632148676274,0.0062288632148676274,,,,"CABJAX010000001.1 Lachnospiraceae bacterium isolate MGYG-HGUT-00148 genome assembly, contig: ERS138167.8080_1_69.1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,5b08fb8672bed26e590d532f79ad11d7,0.6466619318181818,1770000,20,25978000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1570000,0.005525036862905184,0.6424167694204685,0.005500402940586498,0.005500402940586498,,,,"UQGB01000001.1 uncultured Clostridium sp. isolate UMGS249 genome assembly, contig: NODE_484_length_41265_cov_8.67573, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,d26fe8a1f1609355fcceb73903e5c019,0.6452938758734074,1563000,21,24415000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1560000,0.005489845545307062,0.5136212624584717,0.005440577700669691,0.005440577700669691,,,,"HF995324.1 Firmicutes bacterium CAG:646 genomic scaffold, scf5, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,081d92c6c47d817de4ac7e8d950a0bc3,0.5182724252491694,1546000,22,22869000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1285000,0.004522084311358702,0.5650835532102023,0.004522084311358702,0.004522084311358702,,,,"CP019721.1 Veillonella parvula strain UTDB1-3, complete genome",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,5bb1d2c925b9b1bf01edf18d7c60e249,0.5650835532102023,1285000,23,21584000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1195000,0.004205362452975602,0.5646161182641869,0.004166652003617668,0.004166652003617668,,,,"USJS01000001.1 uncultured Blautia sp. isolate UMGS1786 genome assembly, contig: NODE_271_length_51893_cov_3.49892, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,e8981a6b457a5dafde2a8c2c843f0bd1,0.569861707200763,1184000,24,20400000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
929000,0.0032692734048655517,0.2645457151046145,0.003248158614306678,0.003248158614306678,,,,"QGMT01000001.1 Clostridium paraputrificum strain Gcol.A11 Gcol_A11.1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,2ccabccdb85bba5b4aeb707c9fa7247a,0.26626540556033246,923000,25,19477000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
907000,0.0031918525061496827,0.2792207792207792,0.0031777759791104337,0.0031777759791104337,,,,"WMQE01000038.1 Turicibacter sanguinis strain BIOML-A198 scaffold101_size20745, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,0280a7f2d7c1b2a10d147e5590580b3f,0.28045763760049475,903000,26,18574000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
825000,0.0029032837018450807,0.3869606003752345,0.0029032837018450807,0.0029032837018450807,,,,"LR793273.1 Streptococcus salivarius isolate clinical strain from anonymous patient of Nancy Hospital genome assembly, scaffold: Ssal_N5_V2, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,5ecc78d427c0fa49bf6a3e5b55d1b01d,0.3869606003752345,825000,27,17749000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
842000,0.0029631089417618884,0.34939216569113013,0.002730846245614282,0.002730846245614282,,,,"AEDS01000070.1 Veillonella atypica ACS-134-V-Col7a contig00008, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,a8c8d491e08c4b19d9cf051f564600da,0.37910850968032417,776000,28,16973000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
606000,0.0021325938464462047,0.32438238453276047,0.00212555558292658,0.00212555558292658,,,,"UQNI01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS454 genome assembly, contig: NODE_241_length_67032_cov_4.336265, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,fed98fe06f36d89d113198957fefae2c,0.32545649838882923,604000,29,16369000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
621000,0.0021853808228433883,0.12703862660944207,0.002083326001808834,0.002083326001808834,,,,"FACG01000001.1 Peptoclostridium difficile isolate VL_0153 genome assembly, contig: NODE_1_length_203178_cov_21.067_ID_1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,d160515fcecd68d6b14b427998bf951f,0.1332618025751073,592000,30,15777000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
747000,0.002628791424579728,0.27285714285714285,0.0020164624983724016,0.0020164624983724016,,,,"JAABLG010000001.1 Streptococcus vestibularis strain AS012761 AS012761_1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,1011a3c923fa78a46b088ee068f5a605,0.3557142857142857,573000,31,15204000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
545000,0.0019179268090976594,0.15523156089193826,0.001910888545578035,0.001910888545578035,,,,"URPP01000001.1 uncultured Clostridiales bacterium isolate UMGS1221 genome assembly, contig: NODE_63_length_118409_cov_32.9255, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,569ce86b8884ff0c6cfa0e7b77bfffb8,0.15580331618067467,543000,32,14661000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
568000,0.0019988668395733403,0.2623031496062992,0.001875697227979913,0.001875697227979913,,,,"KV794391.1 Streptococcus sp. HMSC074F05 genomic scaffold Scaffold3, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,a8443bacc38c914819de2eff00c42900,0.2795275590551181,533000,33,14128000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
570000,0.002005905103092965,0.2242503259452412,0.001815871988063105,0.001815871988063105,,,,"CABHOC010000001.1 Bifidobacterium longum subsp. longum isolate B.longum_ssp_longum genome assembly, contig: gnlWUSMEFCGSSBBILOF6F16E45_1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,64bff7f404546c8cece107954a4cb02b,0.24771838331160365,516000,34,13612000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
496000,0.0017454893528668608,0.12031952071892162,0.0016962215082294897,0.0016962215082294897,,,,"CZYD01000001.1 Terrisporobacter othiniensis isolate VL_0046 genome assembly, contig: NODE_1_length_529902_cov_76.5412_ID_1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,2eb73f92dde40743a5e30a93d9d36950,0.1238142785821268,482000,35,13130000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
750000,0.002639348819859164,0.24120603015075376,0.0016891832447098651,0.0016891832447098651,,,,"AEKO01000011.1 Streptococcus vestibularis F0396 ctg1126932565720, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,3626e925495c83b081ba4a216b792523,0.3768844221105528,480000,36,12650000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2279000,0.008020101280612047,0.11509021323127391,0.0014815544708809442,0.0014815544708809442,,,,"NFLO01000001.1 Drancourtella sp. An12 An12_contig_1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,4bec388f779c28cf30e135f228d15078,0.6230180426462548,421000,37,12229000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1264000,0.004448182544402645,0.1863410221619177,0.0014498822850426342,0.0014498822850426342,,,,"AEXI01000023.1 Veillonella parvula ACS-068-V-Sch12 contig00006, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,054c38f203e1e1565fe0dff93aca248c,0.5716870194482134,412000,38,11817000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1124000,0.003955504098028934,0.23637406769936892,0.0014498822850426342,0.0014498822850426342,,,,"CAAFOE010000001.1 TPA_asm: uncultured Blautia sp., isolate HGM11988, WGS project CAAFOE010000000 data, contig: SRS1735587_15_k119_30, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,5e06e71eb130e236e4a72ffc2a1fd917,0.6448651749856569,412000,39,11405000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2274000,0.008002505621812987,0.1379542395693136,0.00144284402152301,0.00144284402152301,,,,"SPHR01000011.1 Intestinibacter bartlettii strain BSD2780061688st1_A9 NODE_10_length_68909_cov_69.9871, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,213f9e97b9c30ee04e49d89798020cff,0.7651413189771198,410000,40,10995000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
411000,0.001446363153282822,0.10032605969400551,0.0014076527039248877,0.0014076527039248877,,,,"OBJV01000049.1 Clostridium tertium isolate Clostridium species genome assembly, contig: CTLH009.49, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,d144b1319d4ad2bcbd32904115673f46,0.10308502633559068,400000,41,10595000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2289000,0.00805529259821017,0.10443794844538931,0.001383018781606202,0.001383018781606202,,,,"CP015406.2 Flavonifractor plautii strain YL31, complete genome",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,aae5e198dca9a13d7ca553c9a4da3e8e,0.6082912569758172,393000,42,10202000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2285000,0.00804121607117092,0.1015112631879099,0.0012528109064931501,0.0012528109064931501,,,,"RQNR01000100.1 Clostridium perfringens strain SC4-C13 NODE_100_length_891_cov_3.06675, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,78e2bbd645e8b6d7d8027bcb543e0813,0.6515540347875677,356000,43,9846000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
350000,0.0012316961159342767,0.19196919691969197,0.0012281769841744645,0.0012281769841744645,,,,"CAAEVI010000001.1 TPA_asm: Erysipelotrichaceae bacterium, isolate HGM09884, WGS project CAAEVI010000000 data, contig: ERS608587_67_k95_638, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,bc309771a768462dbba64f3cffbbb20c,0.1925192519251925,349000,44,9497000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
2295000,0.008076407388769044,0.09469906129210381,0.001207062193615591,0.001207062193615591,,,,"CYXV01000001.1 Roseburia faecis strain 2789STDY5608863 genome assembly, contig: SCcontig000001, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,e94c2e2f46708c3df68b1dae737c7a3d,0.6336278299282164,343000,45,9154000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
4527000,0.015931109476669918,0.06338818249813014,0.0011929856665763422,0.0011929856665763422,,,,"UAVW01000021.1 [Clostridium] clostridioforme strain NCTC11224 genome assembly, contig: ERS1554598SCcontig000021, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,7e0ff5ec5afa16aef3ee2ba3895dd05d,0.8464846671652955,339000,46,8815000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
354000,0.0012457726429735256,0.12086330935251799,0.0011824282712969056,0.0011824282712969056,,,,"CYYS01000001.1 Turicibacter sanguinis strain 2789STDY5608865 genome assembly, contig: SCcontig000001, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,99ebc08bb18947a40a71b7362a0b709f,0.12733812949640289,336000,47,8479000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
4158000,0.014632549857299207,0.05683379120879121,0.0011648326124978445,0.0011648326124978445,,,,"QVIB01000001.1 Dorea longicatena strain AM25-9 AM25-9.Scaf1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,b7fd84b271123430ef522d58dabe7d6e,0.7139423076923077,331000,48,8148000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
316000,0.0011120456361006612,0.08559861191440139,0.001041663000904417,0.001041663000904417,,,,"CYZX01000001.1 Clostridium disporicum strain 2789STDY5834856 genome assembly, contig: SCcontig000001, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,6057e3bdb2dafbdbccd937ca17ba58a0,0.0913823019086177,296000,49,7852000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1476000,0.005194238477482836,0.05639020374562667,0.000964242102188548,0.000964242102188548,,,,"KE384163.1 Clostridium clostridioforme AGR2157 genomic scaffold G614DRAFT_scaffold00001.1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,dcf743ecbf716c7db8255b85c5ef9ec0,0.3037662070384853,274000,50,7578000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
403000,0.0014182100992043243,0.10879164993978321,0.0009536847069091114,0.0009536847069091114,,,,"CM003575.1 Veillonella sp. DORA_A_3_16_22 plasmid pVSAPL_DORA_A_3_16_22, complete sequence, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,8bb84c930f0310331dc187a44b462c24,0.16178241670012045,271000,51,7307000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1472000,0.005180161950443587,0.09116022099447514,0.0009290507845904259,0.0009290507845904259,,,,"LT629846.1 Romboutsia sp. DR1 strain Marseille-P326 genome assembly, scaffold: scaffold00001, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,68febb7358a4837cbde8eb55523b5d94,0.5082872928176796,264000,52,7043000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1813000,0.006380185880539554,0.09285992976980101,0.0008375533588353081,0.0008375533588353081,,,,"AZYA01000001.1 Bifidobacterium sp. MSTE12 contig00033, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,781f51f4d2976d1e3626b71d498a0813,0.7073741708934842,238000,53,6805000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
3715000,0.013073574487702393,0.04576839613335964,0.0008164385682764349,0.0008164385682764349,,,,"JAAISL010000100.1 [Clostridium] symbiosum strain MSK.7.21 NODE_100_length_15568_cov_249.266, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,0a831d5144d30d310b4abe2778f8ca58,0.7328861708423752,232000,54,6573000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
656000,0.002308550434436816,0.06713573732043389,0.0008058811729969982,0.0008058811729969982,,,,"UAWH01000019.1 Clostridium paraputrificum strain NCTC11833 genome assembly, contig: ERS1429822SCcontig000019, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,0c8b45ec7f1c8bbbe19cb015f398911d,0.19231896804456172,229000,55,6344000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
475000,0.001671587585910804,0.07098574085554867,0.0008058811729969982,0.0008058811729969982,,,,"CAAEUS010000001.1 TPA_asm: uncultured Intestinibacter sp., isolate HGM13554, WGS project CAAEUS010000000 data, contig: ERS608584_12_k95_68, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,c7bc869a16a2c14dc01664d5aaaecc9d,0.1472411655300682,229000,56,6115000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1858000,0.0065385468097311035,0.0877742946708464,0.0007882855141979371,0.0007882855141979371,,,,"NFJI01000001.1 [Clostridium] spiroforme strain An26 An26_contig_1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,0a44052b0789c614414be8e33583f308,0.7280564263322884,224000,57,5891000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
1780000,0.00626405453246575,0.08038932948810382,0.0007847663824381249,0.0007847663824381249,,,,"JAAIUC010000010.1 Tyzzerella nexilis strain MSK.23.83 NODE_10_length_75201_cov_387.925, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,1f9c6aadf2ffd157b569f2f7d132477e,0.6416726748377793,223000,58,5668000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
3302000,0.011620173070899948,0.03773584905660377,0.0007671707236390638,0.0007671707236390638,,,,"KB851023.1 Clostridium clostridioforme 90A6 genomic scaffold acBSb-supercont1.1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,fe971a1468091e0e394bc3137ad8c90f,0.5715769430500259,218000,59,5450000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
3025000,0.010645373573431963,0.053294828038855345,0.0007143837472418805,0.0007143837472418805,,,,"JH599901.1 Coprobacillus sp. 8_2_54BFAA genomic scaffold supercont1.1, whole genome shotgun sequence",/Users/t/dev/2022-augmented-covers/gut/gut-queries.zip,4356d9847ea3f9251e68d4f28a262517,0.7941716986085586,203000,60,5247000,outputs.paper/abundtrim/p8808mo11.abundtrim.fq.gz,p8808mo11,6a8413cf,284161000
